timestamp, power.draw [W]
2025/05/07 17:53:17.686, 45.69 W
2025/05/07 17:53:17.696, 45.69 W
2025/05/07 17:53:17.706, 45.69 W
2025/05/07 17:53:17.717, 42.21 W
2025/05/07 17:53:17.727, 42.21 W
2025/05/07 17:53:17.737, 42.21 W
2025/05/07 17:53:17.747, 42.21 W
2025/05/07 17:53:17.757, 42.21 W
2025/05/07 17:53:17.767, 42.21 W
2025/05/07 17:53:17.778, 42.21 W
2025/05/07 17:53:17.788, 42.21 W
2025/05/07 17:53:17.798, 42.21 W
2025/05/07 17:53:17.808, 42.21 W
2025/05/07 17:53:17.818, 38.70 W
2025/05/07 17:53:17.829, 38.70 W
2025/05/07 17:53:17.839, 38.70 W
2025/05/07 17:53:17.849, 38.70 W
2025/05/07 17:53:17.859, 38.70 W
2025/05/07 17:53:17.869, 38.70 W
2025/05/07 17:53:17.880, 38.70 W
2025/05/07 17:53:17.890, 38.70 W
2025/05/07 17:53:17.900, 38.70 W
2025/05/07 17:53:17.910, 38.70 W
2025/05/07 17:53:17.920, 36.99 W
2025/05/07 17:53:17.930, 36.99 W
2025/05/07 17:53:17.941, 36.99 W
2025/05/07 17:53:17.951, 36.99 W
2025/05/07 17:53:17.961, 36.99 W
2025/05/07 17:53:17.971, 36.99 W
2025/05/07 17:53:17.981, 36.99 W
2025/05/07 17:53:17.991, 36.99 W
2025/05/07 17:53:18.001, 36.99 W
2025/05/07 17:53:18.012, 36.99 W
2025/05/07 17:53:18.022, 36.94 W
2025/05/07 17:53:18.032, 36.94 W
2025/05/07 17:53:18.042, 36.94 W
2025/05/07 17:53:18.052, 36.94 W
2025/05/07 17:53:18.063, 36.94 W
2025/05/07 17:53:18.073, 36.94 W
2025/05/07 17:53:18.083, 36.94 W
2025/05/07 17:53:18.093, 36.94 W
2025/05/07 17:53:18.104, 36.94 W
2025/05/07 17:53:18.114, 36.89 W
2025/05/07 17:53:18.124, 36.89 W
2025/05/07 17:53:18.134, 36.89 W
2025/05/07 17:53:18.145, 36.89 W
2025/05/07 17:53:18.155, 36.89 W
2025/05/07 17:53:18.165, 36.89 W
2025/05/07 17:53:18.176, 36.89 W
2025/05/07 17:53:18.186, 36.89 W
2025/05/07 17:53:18.196, 36.89 W
2025/05/07 17:53:18.206, 36.89 W
2025/05/07 17:53:18.216, 36.83 W
2025/05/07 17:53:18.226, 36.83 W
2025/05/07 17:53:18.237, 36.83 W
